image_path,pred,true_label,predicted_label,correct
FAKE\103 (9).jpg,0.9998,1,1,True
FAKE\103.jpg,0.9575,1,1,True
FAKE\104 (10).jpg,1.0,1,1,True
FAKE\104 (2).jpg,0.9999,1,1,True
FAKE\104 (3).jpg,0.9891,1,1,True
FAKE\104 (4).jpg,0.9948,1,1,True
FAKE\104 (5).jpg,1.0,1,1,True
FAKE\104 (6).jpg,0.9999,1,1,True
FAKE\104 (7).jpg,1.0,1,1,True
FAKE\104 (8).jpg,1.0,1,1,True
FAKE\104 (9).jpg,0.9998,1,1,True
FAKE\104.jpg,0.9791,1,1,True
FAKE\105 (10).jpg,0.9664,1,1,True
FAKE\105 (2).jpg,0.9999,1,1,True
FAKE\105 (3).jpg,0.993,1,1,True
FAKE\105 (4).jpg,1.0,1,1,True
FAKE\105 (5).jpg,1.0,1,1,True
FAKE\105 (6).jpg,0.9796,1,1,True
FAKE\105 (7).jpg,1.0,1,1,True
FAKE\105 (8).jpg,1.0,1,1,True
FAKE\105 (9).jpg,0.9837,1,1,True
FAKE\105.jpg,0.9994,1,1,True
FAKE\106 (10).jpg,0.9981,1,1,True
FAKE\106 (2).jpg,0.9997,1,1,True
FAKE\106 (3).jpg,0.8896,1,1,True
FAKE\106 (4).jpg,0.9991,1,1,True
FAKE\106 (5).jpg,1.0,1,1,True
FAKE\106 (6).jpg,1.0,1,1,True
FAKE\106 (7).jpg,1.0,1,1,True
FAKE\106 (8).jpg,1.0,1,1,True
FAKE\106 (9).jpg,0.9999,1,1,True
FAKE\106.jpg,0.9987,1,1,True
FAKE\107 (10).jpg,0.9989,1,1,True
FAKE\107 (2).jpg,1.0,1,1,True
FAKE\107 (3).jpg,0.9999,1,1,True
FAKE\107 (4).jpg,0.9999,1,1,True
FAKE\107 (5).jpg,0.9966,1,1,True
FAKE\107 (6).jpg,1.0,1,1,True
FAKE\107 (7).jpg,1.0,1,1,True
FAKE\107 (8).jpg,0.9968,1,1,True
FAKE\107 (9).jpg,0.9986,1,1,True
FAKE\107.jpg,0.9998,1,1,True
FAKE\108 (10).jpg,1.0,1,1,True
FAKE\108 (2).jpg,1.0,1,1,True
FAKE\108 (3).jpg,0.9999,1,1,True
FAKE\108 (4).jpg,1.0,1,1,True
FAKE\108 (5).jpg,1.0,1,1,True
FAKE\108 (6).jpg,1.0,1,1,True
FAKE\108 (7).jpg,0.9999,1,1,True
FAKE\108 (8).jpg,1.0,1,1,True
FAKE\108 (9).jpg,0.999,1,1,True
FAKE\108.jpg,0.9997,1,1,True
FAKE\109 (10).jpg,0.9913,1,1,True
FAKE\109 (2).jpg,1.0,1,1,True
FAKE\109 (3).jpg,0.9962,1,1,True
FAKE\109 (4).jpg,0.7908,1,1,True
FAKE\109 (5).jpg,0.9999,1,1,True
FAKE\109 (6).jpg,0.9992,1,1,True
FAKE\109 (7).jpg,1.0,1,1,True
FAKE\109 (8).jpg,0.9999,1,1,True
FAKE\109 (9).jpg,0.981,1,1,True
FAKE\109.jpg,0.9974,1,1,True
FAKE\11 (10).jpg,0.9997,1,1,True
FAKE\11 (2).jpg,1.0,1,1,True
FAKE\11 (3).jpg,1.0,1,1,True
FAKE\11 (4).jpg,0.992,1,1,True
FAKE\11 (5).jpg,1.0,1,1,True
FAKE\11 (6).jpg,1.0,1,1,True
FAKE\11 (7).jpg,0.9967,1,1,True
FAKE\11 (8).jpg,0.9999,1,1,True
FAKE\11 (9).jpg,0.9988,1,1,True
FAKE\11.jpg,0.9998,1,1,True
FAKE\110 (10).jpg,0.9793,1,1,True
FAKE\110 (2).jpg,1.0,1,1,True
FAKE\110 (3).jpg,1.0,1,1,True
FAKE\110 (4).jpg,1.0,1,1,True
FAKE\110 (5).jpg,1.0,1,1,True
FAKE\110 (6).jpg,1.0,1,1,True
FAKE\110 (7).jpg,1.0,1,1,True
FAKE\110 (8).jpg,0.9996,1,1,True
FAKE\110 (9).jpg,0.9998,1,1,True
FAKE\110.jpg,0.958,1,1,True
FAKE\111 (10).jpg,0.9999,1,1,True
FAKE\111 (2).jpg,0.9493,1,1,True
FAKE\111 (3).jpg,0.9999,1,1,True
FAKE\111 (4).jpg,0.9999,1,1,True
FAKE\111 (5).jpg,0.9999,1,1,True
FAKE\111 (6).jpg,0.9998,1,1,True
FAKE\111 (7).jpg,1.0,1,1,True
FAKE\111 (8).jpg,1.0,1,1,True
FAKE\111 (9).jpg,0.9986,1,1,True
FAKE\111.jpg,0.9901,1,1,True
FAKE\112 (10).jpg,0.9978,1,1,True
FAKE\112 (2).jpg,0.9998,1,1,True
FAKE\112 (3).jpg,0.9963,1,1,True
FAKE\112 (4).jpg,1.0,1,1,True
FAKE\112 (5).jpg,1.0,1,1,True
FAKE\112 (6).jpg,0.9869,1,1,True
FAKE\112 (7).jpg,1.0,1,1,True
FAKE\112 (8).jpg,1.0,1,1,True
FAKE\112 (9).jpg,0.9998,1,1,True
FAKE\112.jpg,0.9999,1,1,True
FAKE\113 (10).jpg,0.9961,1,1,True
FAKE\113 (2).jpg,0.9999,1,1,True
FAKE\113 (3).jpg,0.994,1,1,True
FAKE\113 (4).jpg,0.9999,1,1,True
FAKE\113 (5).jpg,1.0,1,1,True
FAKE\113 (6).jpg,1.0,1,1,True
FAKE\113 (7).jpg,1.0,1,1,True
FAKE\113 (8).jpg,1.0,1,1,True
FAKE\113 (9).jpg,0.9991,1,1,True
FAKE\113.jpg,0.9998,1,1,True
FAKE\114 (10).jpg,1.0,1,1,True
FAKE\114 (2).jpg,0.9862,1,1,True
FAKE\114 (3).jpg,0.9997,1,1,True
FAKE\114 (4).jpg,1.0,1,1,True
FAKE\114 (5).jpg,1.0,1,1,True
FAKE\114 (6).jpg,1.0,1,1,True
FAKE\114 (7).jpg,0.8803,1,1,True
FAKE\114 (8).jpg,0.9999,1,1,True
FAKE\114 (9).jpg,1.0,1,1,True
FAKE\114.jpg,0.57,1,1,True
FAKE\115 (10).jpg,0.9998,1,1,True
FAKE\115 (2).jpg,1.0,1,1,True
FAKE\115 (3).jpg,0.9761,1,1,True
FAKE\115 (4).jpg,0.7947,1,1,True
FAKE\115 (5).jpg,0.9994,1,1,True
FAKE\115 (6).jpg,0.9999,1,1,True
FAKE\115 (7).jpg,1.0,1,1,True
FAKE\115 (8).jpg,0.9999,1,1,True
FAKE\115 (9).jpg,0.9991,1,1,True
FAKE\115.jpg,0.9962,1,1,True
FAKE\116 (10).jpg,1.0,1,1,True
FAKE\116 (2).jpg,0.9994,1,1,True
FAKE\116 (3).jpg,0.9999,1,1,True
FAKE\116 (4).jpg,1.0,1,1,True
FAKE\116 (5).jpg,1.0,1,1,True
FAKE\116 (6).jpg,0.9999,1,1,True
FAKE\116 (7).jpg,1.0,1,1,True
FAKE\116 (8).jpg,1.0,1,1,True
FAKE\116 (9).jpg,1.0,1,1,True
FAKE\116.jpg,0.9987,1,1,True
FAKE\117 (10).jpg,0.9999,1,1,True
FAKE\117 (2).jpg,1.0,1,1,True
FAKE\117 (3).jpg,0.0573,1,0,False
FAKE\117 (4).jpg,1.0,1,1,True
FAKE\117 (5).jpg,1.0,1,1,True
FAKE\117 (6).jpg,0.9998,1,1,True
FAKE\117 (7).jpg,1.0,1,1,True
FAKE\117 (8).jpg,0.9999,1,1,True
FAKE\117 (9).jpg,0.9686,1,1,True
FAKE\117.jpg,0.9998,1,1,True
FAKE\118 (10).jpg,0.9996,1,1,True
FAKE\118 (2).jpg,1.0,1,1,True
FAKE\118 (3).jpg,0.9986,1,1,True
FAKE\118 (4).jpg,0.9961,1,1,True
FAKE\118 (5).jpg,1.0,1,1,True
FAKE\118 (6).jpg,1.0,1,1,True
FAKE\118 (7).jpg,1.0,1,1,True
FAKE\118 (8).jpg,0.9999,1,1,True
FAKE\118 (9).jpg,0.9997,1,1,True
FAKE\118.jpg,0.91,1,1,True
FAKE\119 (10).jpg,0.9993,1,1,True
FAKE\119 (2).jpg,1.0,1,1,True
FAKE\119 (3).jpg,0.9975,1,1,True
FAKE\119 (4).jpg,0.9997,1,1,True
FAKE\119 (5).jpg,1.0,1,1,True
FAKE\119 (6).jpg,0.9929,1,1,True
FAKE\119 (7).jpg,0.9999,1,1,True
FAKE\119 (8).jpg,0.9981,1,1,True
FAKE\119 (9).jpg,0.9996,1,1,True
FAKE\119.jpg,0.998,1,1,True
FAKE\12 (10).jpg,0.9879,1,1,True
FAKE\12 (2).jpg,1.0,1,1,True
FAKE\12 (3).jpg,0.9955,1,1,True
FAKE\12 (4).jpg,1.0,1,1,True
FAKE\12 (5).jpg,1.0,1,1,True
FAKE\12 (6).jpg,0.9622,1,1,True
FAKE\12 (7).jpg,1.0,1,1,True
FAKE\12 (8).jpg,1.0,1,1,True
FAKE\12 (9).jpg,0.9989,1,1,True
FAKE\12.jpg,0.99,1,1,True
FAKE\120 (10).jpg,1.0,1,1,True
FAKE\120 (2).jpg,1.0,1,1,True
FAKE\120 (3).jpg,0.9988,1,1,True
FAKE\120 (4).jpg,1.0,1,1,True
FAKE\120 (5).jpg,1.0,1,1,True
FAKE\120 (6).jpg,0.9994,1,1,True
FAKE\120 (7).jpg,1.0,1,1,True
FAKE\120 (8).jpg,0.9987,1,1,True
FAKE\120 (9).jpg,1.0,1,1,True
FAKE\120.jpg,0.9904,1,1,True
FAKE\121 (10).jpg,0.9991,1,1,True
FAKE\121 (2).jpg,0.9998,1,1,True
FAKE\121 (3).jpg,0.9999,1,1,True
FAKE\121 (4).jpg,0.9999,1,1,True
FAKE\121 (5).jpg,1.0,1,1,True
FAKE\121 (6).jpg,0.9998,1,1,True
FAKE\121 (7).jpg,1.0,1,1,True
FAKE\121 (8).jpg,1.0,1,1,True
FAKE\121 (9).jpg,0.9997,1,1,True
FAKE\121.jpg,0.9999,1,1,True
FAKE\122 (10).jpg,0.9994,1,1,True
FAKE\122 (2).jpg,1.0,1,1,True
FAKE\122 (3).jpg,0.9927,1,1,True
FAKE\122 (4).jpg,1.0,1,1,True
FAKE\122 (5).jpg,1.0,1,1,True
FAKE\122 (6).jpg,0.9999,1,1,True
FAKE\122 (7).jpg,1.0,1,1,True
FAKE\122 (8).jpg,1.0,1,1,True
FAKE\122 (9).jpg,0.9894,1,1,True
FAKE\122.jpg,0.9997,1,1,True
FAKE\123 (10).jpg,0.9985,1,1,True
FAKE\123 (2).jpg,1.0,1,1,True
FAKE\123 (3).jpg,0.9995,1,1,True
FAKE\123 (4).jpg,0.9957,1,1,True
FAKE\123 (5).jpg,1.0,1,1,True
FAKE\123 (6).jpg,0.9998,1,1,True
FAKE\123 (7).jpg,1.0,1,1,True
FAKE\123 (8).jpg,0.9999,1,1,True
FAKE\123 (9).jpg,1.0,1,1,True
FAKE\123.jpg,0.9999,1,1,True
FAKE\124 (10).jpg,0.8044,1,1,True
FAKE\124 (2).jpg,1.0,1,1,True
FAKE\124 (3).jpg,0.9858,1,1,True
FAKE\124 (4).jpg,0.9992,1,1,True
FAKE\124 (5).jpg,1.0,1,1,True
FAKE\124 (6).jpg,0.9999,1,1,True
FAKE\124 (7).jpg,1.0,1,1,True
FAKE\124 (8).jpg,1.0,1,1,True
FAKE\124 (9).jpg,0.9906,1,1,True
FAKE\124.jpg,0.9999,1,1,True
FAKE\125 (10).jpg,0.9993,1,1,True
FAKE\125 (2).jpg,1.0,1,1,True
FAKE\125 (3).jpg,0.9999,1,1,True
FAKE\125 (4).jpg,1.0,1,1,True
FAKE\125 (5).jpg,1.0,1,1,True
FAKE\125 (6).jpg,1.0,1,1,True
FAKE\125 (7).jpg,1.0,1,1,True
FAKE\125 (8).jpg,0.9296,1,1,True
FAKE\125 (9).jpg,0.9998,1,1,True
FAKE\125.jpg,0.999,1,1,True
FAKE\126 (10).jpg,0.9993,1,1,True
FAKE\126 (2).jpg,0.9999,1,1,True
FAKE\126 (3).jpg,1.0,1,1,True
FAKE\126 (4).jpg,0.999,1,1,True
FAKE\126 (5).jpg,1.0,1,1,True
FAKE\126 (6).jpg,0.9884,1,1,True
FAKE\126 (7).jpg,1.0,1,1,True
FAKE\126 (8).jpg,1.0,1,1,True
FAKE\126 (9).jpg,0.9995,1,1,True
FAKE\126.jpg,0.9911,1,1,True
FAKE\127 (10).jpg,0.9995,1,1,True
FAKE\127 (2).jpg,1.0,1,1,True
FAKE\127 (3).jpg,0.9982,1,1,True
FAKE\127 (4).jpg,0.9995,1,1,True
FAKE\127 (5).jpg,1.0,1,1,True
FAKE\127 (6).jpg,1.0,1,1,True
FAKE\127 (7).jpg,1.0,1,1,True
FAKE\127 (8).jpg,0.9998,1,1,True
FAKE\127 (9).jpg,0.9913,1,1,True
FAKE\127.jpg,0.9989,1,1,True
FAKE\128 (10).jpg,0.9998,1,1,True
FAKE\128 (2).jpg,1.0,1,1,True
FAKE\128 (3).jpg,0.9994,1,1,True
FAKE\128 (4).jpg,1.0,1,1,True
FAKE\128 (5).jpg,1.0,1,1,True
FAKE\128 (6).jpg,0.9652,1,1,True
FAKE\128 (7).jpg,1.0,1,1,True
FAKE\128 (8).jpg,1.0,1,1,True
FAKE\128 (9).jpg,0.9993,1,1,True
FAKE\128.jpg,1.0,1,1,True
FAKE\129 (10).jpg,0.9989,1,1,True
FAKE\129 (2).jpg,1.0,1,1,True
FAKE\129 (3).jpg,1.0,1,1,True
FAKE\129 (4).jpg,1.0,1,1,True
FAKE\129 (5).jpg,1.0,1,1,True
FAKE\129 (6).jpg,0.9999,1,1,True
FAKE\129 (7).jpg,1.0,1,1,True
FAKE\129 (8).jpg,0.9999,1,1,True
FAKE\129 (9).jpg,0.9998,1,1,True
FAKE\129.jpg,0.9792,1,1,True
FAKE\13 (10).jpg,0.9997,1,1,True
FAKE\13 (2).jpg,1.0,1,1,True
FAKE\13 (3).jpg,0.999,1,1,True
FAKE\13 (4).jpg,1.0,1,1,True
FAKE\13 (5).jpg,1.0,1,1,True
FAKE\13 (6).jpg,1.0,1,1,True
FAKE\13 (7).jpg,1.0,1,1,True
FAKE\13 (8).jpg,1.0,1,1,True
FAKE\13 (9).jpg,0.9778,1,1,True
FAKE\13.jpg,0.9993,1,1,True
FAKE\130 (10).jpg,0.9997,1,1,True
FAKE\130 (2).jpg,1.0,1,1,True
FAKE\130 (3).jpg,0.9975,1,1,True
FAKE\130 (4).jpg,0.9997,1,1,True
FAKE\130 (5).jpg,0.9997,1,1,True
FAKE\130 (6).jpg,1.0,1,1,True
FAKE\130 (7).jpg,1.0,1,1,True
FAKE\130 (8).jpg,1.0,1,1,True
FAKE\130 (9).jpg,0.9995,1,1,True
FAKE\130.jpg,0.9948,1,1,True
FAKE\131 (10).jpg,0.9993,1,1,True
FAKE\131 (2).jpg,1.0,1,1,True
FAKE\131 (3).jpg,0.9998,1,1,True
FAKE\131 (4).jpg,0.9945,1,1,True
FAKE\131 (5).jpg,1.0,1,1,True
FAKE\131 (6).jpg,0.9999,1,1,True
FAKE\131 (7).jpg,1.0,1,1,True
FAKE\131 (8).jpg,0.9999,1,1,True
FAKE\131 (9).jpg,0.9987,1,1,True
FAKE\131.jpg,0.9995,1,1,True
FAKE\132 (10).jpg,0.9999,1,1,True
FAKE\132 (2).jpg,0.9986,1,1,True
FAKE\132 (3).jpg,0.9997,1,1,True
FAKE\132 (4).jpg,0.9995,1,1,True
FAKE\132 (5).jpg,1.0,1,1,True
FAKE\132 (6).jpg,0.9999,1,1,True
FAKE\132 (7).jpg,1.0,1,1,True
FAKE\132 (8).jpg,0.9982,1,1,True
FAKE\132 (9).jpg,0.9998,1,1,True
FAKE\132.jpg,0.5996,1,1,True
FAKE\133 (10).jpg,0.9835,1,1,True
FAKE\133 (2).jpg,1.0,1,1,True
FAKE\133 (3).jpg,0.9254,1,1,True
FAKE\133 (4).jpg,0.9999,1,1,True
FAKE\133 (5).jpg,0.9999,1,1,True
FAKE\133 (6).jpg,0.9999,1,1,True
FAKE\133 (7).jpg,0.9996,1,1,True
FAKE\133 (8).jpg,0.9999,1,1,True
FAKE\133 (9).jpg,0.9997,1,1,True
FAKE\133.jpg,0.9888,1,1,True
FAKE\134 (10).jpg,0.9045,1,1,True
FAKE\134 (2).jpg,0.9999,1,1,True
FAKE\134 (3).jpg,1.0,1,1,True
FAKE\134 (4).jpg,1.0,1,1,True
FAKE\134 (5).jpg,0.9994,1,1,True
FAKE\134 (6).jpg,0.9996,1,1,True
FAKE\134 (7).jpg,1.0,1,1,True
FAKE\134 (8).jpg,0.7822,1,1,True
FAKE\134 (9).jpg,0.9999,1,1,True
FAKE\134.jpg,0.9945,1,1,True
FAKE\135 (10).jpg,0.9997,1,1,True
FAKE\135 (2).jpg,1.0,1,1,True
FAKE\135 (3).jpg,1.0,1,1,True
FAKE\135 (4).jpg,0.9999,1,1,True
FAKE\135 (5).jpg,1.0,1,1,True
FAKE\135 (6).jpg,1.0,1,1,True
FAKE\135 (7).jpg,1.0,1,1,True
FAKE\135 (8).jpg,0.999,1,1,True
FAKE\135 (9).jpg,0.9977,1,1,True
FAKE\135.jpg,0.9921,1,1,True
FAKE\136 (10).jpg,1.0,1,1,True
FAKE\136 (2).jpg,1.0,1,1,True
FAKE\136 (3).jpg,0.9998,1,1,True
FAKE\136 (4).jpg,0.983,1,1,True
FAKE\136 (5).jpg,0.2475,1,0,False
FAKE\136 (6).jpg,0.9999,1,1,True
FAKE\136 (7).jpg,1.0,1,1,True
FAKE\136 (8).jpg,0.9999,1,1,True
FAKE\136 (9).jpg,0.9934,1,1,True
FAKE\136.jpg,0.9996,1,1,True
FAKE\137 (10).jpg,0.9995,1,1,True
FAKE\137 (2).jpg,0.9998,1,1,True
FAKE\137 (3).jpg,1.0,1,1,True
FAKE\137 (4).jpg,1.0,1,1,True
FAKE\137 (5).jpg,1.0,1,1,True
FAKE\137 (6).jpg,0.999,1,1,True
FAKE\137 (7).jpg,1.0,1,1,True
FAKE\137 (8).jpg,1.0,1,1,True
FAKE\137 (9).jpg,0.9764,1,1,True
FAKE\137.jpg,0.002,1,0,False
FAKE\138 (10).jpg,1.0,1,1,True
FAKE\138 (2).jpg,0.9998,1,1,True
FAKE\138 (3).jpg,0.9885,1,1,True
FAKE\138 (4).jpg,1.0,1,1,True
FAKE\138 (5).jpg,1.0,1,1,True
FAKE\138 (6).jpg,1.0,1,1,True
FAKE\138 (7).jpg,1.0,1,1,True
FAKE\138 (8).jpg,0.9999,1,1,True
FAKE\138 (9).jpg,0.9758,1,1,True
FAKE\138.jpg,0.9995,1,1,True
FAKE\139 (10).jpg,1.0,1,1,True
FAKE\139 (2).jpg,1.0,1,1,True
FAKE\139 (3).jpg,0.8113,1,1,True
FAKE\139 (4).jpg,1.0,1,1,True
FAKE\139 (5).jpg,1.0,1,1,True
FAKE\139 (6).jpg,0.999,1,1,True
FAKE\139 (7).jpg,1.0,1,1,True
FAKE\139 (8).jpg,0.9881,1,1,True
FAKE\139 (9).jpg,0.9977,1,1,True
FAKE\139.jpg,0.7427,1,1,True
FAKE\14 (10).jpg,0.9995,1,1,True
FAKE\14 (2).jpg,1.0,1,1,True
FAKE\14 (3).jpg,1.0,1,1,True
FAKE\14 (4).jpg,0.999,1,1,True
FAKE\14 (5).jpg,0.2049,1,0,False
FAKE\14 (6).jpg,0.9999,1,1,True
FAKE\14 (7).jpg,1.0,1,1,True
FAKE\14 (8).jpg,1.0,1,1,True
FAKE\14 (9).jpg,0.9999,1,1,True
FAKE\14.jpg,0.9997,1,1,True
FAKE\140 (10).jpg,0.9994,1,1,True
FAKE\140 (2).jpg,1.0,1,1,True
FAKE\140 (3).jpg,0.9996,1,1,True
FAKE\140 (4).jpg,1.0,1,1,True
FAKE\140 (5).jpg,1.0,1,1,True
FAKE\140 (6).jpg,0.9952,1,1,True
FAKE\140 (7).jpg,1.0,1,1,True
FAKE\140 (8).jpg,1.0,1,1,True
FAKE\140 (9).jpg,0.999,1,1,True
FAKE\140.jpg,0.9999,1,1,True
FAKE\141 (10).jpg,0.7872,1,1,True
FAKE\141 (2).jpg,1.0,1,1,True
FAKE\141 (3).jpg,0.9972,1,1,True
FAKE\141 (4).jpg,1.0,1,1,True
FAKE\141 (5).jpg,1.0,1,1,True
FAKE\141 (6).jpg,0.9892,1,1,True
FAKE\141 (7).jpg,1.0,1,1,True
FAKE\141 (8).jpg,1.0,1,1,True
FAKE\141 (9).jpg,0.9994,1,1,True
FAKE\141.jpg,0.9992,1,1,True
FAKE\142 (10).jpg,0.9962,1,1,True
FAKE\142 (2).jpg,1.0,1,1,True
FAKE\142 (3).jpg,0.9991,1,1,True
FAKE\142 (4).jpg,1.0,1,1,True
FAKE\142 (5).jpg,1.0,1,1,True
FAKE\142 (6).jpg,0.9999,1,1,True
FAKE\142 (7).jpg,1.0,1,1,True
FAKE\142 (8).jpg,1.0,1,1,True
FAKE\142 (9).jpg,0.9999,1,1,True
FAKE\142.jpg,0.9998,1,1,True
real\real_00000__v1__center_crop-80_blur-sigma_1_noise-sigma_0.1.png,0.001,0,0,True
real\real_00000__v2__resize-x0.25_color-plus20_blur-sigma_0.5_jpeg-q70.png,0.0004,0,0,True
real\real_00000__v3__center_crop-80_resize-x0.25_blur-sigma_1.png,0.0012,0,0,True
real\real_00005__v1__resize-x0.25_blur-sigma_2_noise-sigma_0.1.png,0.0002,0,0,True
real\real_00005__v2__resize-x0.25_color-minus20_blur-sigma_1.png,0.0011,0,0,True
real\real_00005__v3__center_crop-80_blur-sigma_2_noise-sigma_0.05_jpeg-q90.png,0.0002,0,0,True
real\real_00012__v1__center_crop-80_resize-x0.25_jpeg-q50.png,0.002,0,0,True
real\real_00012__v2__center_crop-80_resize-x0.25_blur-sigma_1_noise-sigma_0.02_jpeg-q30.png,0.1004,0,0,True
real\real_00012__v3__color-plus20_blur-sigma_2_noise-sigma_0.05_jpeg-q90.png,0.1407,0,0,True
real\real_00013__v1__center_crop-80_resize-x0.25_color-plus20_noise-sigma_0.02_jpeg-q50.png,0.001,0,0,True
real\real_00013__v2__center_crop-80_color-plus20_blur-sigma_1_noise-sigma_0.05_jpeg-q50.png,0.0003,0,0,True
real\real_00013__v3__center_crop-80_resize-x0.25_color-minus20_jpeg-q50.png,0.0004,0,0,True
real\real_00021__v1__center_crop-80_color-plus20_blur-sigma_0.5.png,0.0004,0,0,True
real\real_00021__v2__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.02_jpeg-q70.png,0.0003,0,0,True
real\real_00021__v3__center_crop-80_resize-x0.5_color-plus20_blur-sigma_1_jpeg-q30.png,0.0001,0,0,True
real\real_00022__v1__resize-x0.5_color-minus20_blur-sigma_1_jpeg-q90.png,0.0,0,0,True
real\real_00022__v2__center_crop-80_resize-x0.25_blur-sigma_0.5_noise-sigma_0.05.png,0.0,0,0,True
real\real_00022__v3__resize-x0.25_blur-sigma_0.5_noise-sigma_0.02.png,0.0001,0,0,True
real\real_00023__v1__blur-sigma_2_noise-sigma_0.02_jpeg-q30.png,0.0003,0,0,True
real\real_00023__v2__center_crop-80_blur-sigma_1_noise-sigma_0.05.png,0.0003,0,0,True
real\real_00023__v3__center_crop-80_resize-x0.25_noise-sigma_0.05.png,0.0002,0,0,True
real\real_00036__v1__resize-x0.5_blur-sigma_0.5_jpeg-q30.png,0.0002,0,0,True
real\real_00036__v2__resize-x0.5_color-plus20_noise-sigma_0.05.png,0.0001,0,0,True
real\real_00036__v3__center_crop-80_resize-x0.5_blur-sigma_0.5_noise-sigma_0.1_jpeg-q90.png,0.0001,0,0,True
real\real_00038__v1__center_crop-80_color-minus20_noise-sigma_0.05_jpeg-q50.png,0.0005,0,0,True
real\real_00038__v2__center_crop-80_blur-sigma_1_noise-sigma_0.05_jpeg-q70.png,0.0005,0,0,True
real\real_00038__v3__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.02_jpeg-q30.png,0.0015,0,0,True
real\real_00044__v1__center_crop-80_resize-x0.5_color-minus20_blur-sigma_0.5_jpeg-q50.png,0.9544,0,1,False
real\real_00044__v2__resize-x0.5_blur-sigma_2_jpeg-q50.png,0.7058,0,1,False
real\real_00044__v3__center_crop-80_noise-sigma_0.02_jpeg-q90.png,0.0015,0,0,True
real\real_00059__v1__resize-x0.5_blur-sigma_2_noise-sigma_0.1.png,0.0016,0,0,True
real\real_00059__v2__resize-x0.5_color-minus20_blur-sigma_0.5_noise-sigma_0.1.png,0.0004,0,0,True
real\real_00059__v3__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2_noise-sigma_0.02.png,0.0142,0,0,True
real\real_00065__v1__center_crop-80_color-plus20_noise-sigma_0.02_jpeg-q90.png,0.0022,0,0,True
real\real_00065__v2__center_crop-80_resize-x0.5_noise-sigma_0.1_jpeg-q70.png,0.0068,0,0,True
real\real_00065__v3__center_crop-80_resize-x0.5_color-plus20_jpeg-q70.png,0.0007,0,0,True
real\real_00067__v1__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.02_jpeg-q30.png,0.0001,0,0,True
real\real_00067__v2__center_crop-80_resize-x0.25_color-minus20_jpeg-q70.png,0.0001,0,0,True
real\real_00067__v3__center_crop-80_resize-x0.25_blur-sigma_1_noise-sigma_0.02_jpeg-q50.png,0.0001,0,0,True
real\real_00078__v1__center_crop-80_resize-x0.5_noise-sigma_0.05_jpeg-q90.png,0.0001,0,0,True
real\real_00078__v2__center_crop-80_color-plus20_noise-sigma_0.1_jpeg-q90.png,0.0116,0,0,True
real\real_00078__v3__center_crop-80_resize-x0.25_color-minus20_blur-sigma_2_jpeg-q90.png,0.0006,0,0,True
real\real_00081__v1__resize-x0.5_noise-sigma_0.02_jpeg-q90.png,0.0,0,0,True
real\real_00081__v2__resize-x0.5_color-minus20_blur-sigma_2_noise-sigma_0.02.png,0.0001,0,0,True
real\real_00081__v3__blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.0001,0,0,True
real\real_00084__v1__center_crop-80_resize-x0.5_blur-sigma_0.5_noise-sigma_0.1_jpeg-q90.png,0.0015,0,0,True
real\real_00084__v2__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5_jpeg-q90.png,0.0004,0,0,True
real\real_00084__v3__center_crop-80_resize-x0.25_jpeg-q50.png,0.0022,0,0,True
real\real_00106__v1__center_crop-80_blur-sigma_0.5_jpeg-q90.png,0.0041,0,0,True
real\real_00106__v2__color-plus20_blur-sigma_2_noise-sigma_0.1_jpeg-q90.png,0.002,0,0,True
real\real_00106__v3__resize-x0.25_color-minus20_blur-sigma_2_noise-sigma_0.05.png,0.0007,0,0,True
real\real_00107__v1__center_crop-80_resize-x0.25_color-minus20_blur-sigma_2_jpeg-q50.png,0.9197,0,1,False
real\real_00107__v2__center_crop-80_resize-x0.5_blur-sigma_1_noise-sigma_0.02_jpeg-q70.png,0.6006,0,1,False
real\real_00107__v3__center_crop-80_resize-x0.5_blur-sigma_1_jpeg-q90.png,0.1535,0,0,True
real\real_00110__v1__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.1_jpeg-q30.png,0.9527,0,1,False
real\real_00110__v2__center_crop-80_color-minus20_blur-sigma_1_noise-sigma_0.05.png,0.0052,0,0,True
real\real_00110__v3__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.1.png,0.7541,0,1,False
real\real_00119__v1__resize-x0.25_color-plus20_blur-sigma_0.5_jpeg-q90.png,0.0001,0,0,True
real\real_00119__v2__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.05_jpeg-q30.png,0.0002,0,0,True
real\real_00119__v3__resize-x0.5_color-plus20_jpeg-q30.png,0.0001,0,0,True
real\real_00122__v1__center_crop-80_color-plus20_jpeg-q30.png,0.0013,0,0,True
real\real_00122__v2__center_crop-80_color-plus20_blur-sigma_1.png,0.0018,0,0,True
real\real_00122__v3__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5_jpeg-q30.png,0.0069,0,0,True
